"Merchant_Product_Number","EAN_Code","Product_Name","Manufacturer","brand","Beer style","Price","Price_old","Currency","DeepLink_URL","Image_Small_URL","Image_Large_URL","Merchant_Product_Category","Product_Description_Long","Shipping","availability"
"Bierbroeders-3.33_1","7432230666696","Bierbroeders #3","Brouwerij Bierbroeders","Bierbroeders","Blond Bier","3.14","0.00","EUR","https://www.beerwulf.com/nl-be/p/bieren/bierbroeders-3.33","https://www.beerwulf.com/globalassets/bierbroeders-3.33_1_1.png?w=100&h=100","https://www.beerwulf.com/globalassets/bierbroeders-3.33_1_1.png?w=400&h=400","414","Kleur is goudkleurig tot amber. Schuimkraag is vol en stevig. Moutige smaak met spicy elementen dankzij het gebruik van vlierbessen en roze peper.","26,85","true"
"Brouwerij-t-IJ-Flinck.33_1","8717545260289","Brouwerij 't IJ Flink","Brouwerij 't IJ","Brouwerij 't ij","Pale Ale","2.59","0.00","EUR","https://www.beerwulf.com/nl-be/p/bieren/brouwerij-t-ij-flink.33","https://www.beerwulf.com/globalassets/brouwerij-t-ij-flinck.33_1_1.png?w=100&h=100","https://www.beerwulf.com/globalassets/brouwerij-t-ij-flinck.33_1_1.png?w=400&h=400","414","Goudgeel bier, heel licht mistig, stevige witte schuimkraag. Neus zit vol citrusfruit en kruidenaroma’s. Dit is een krachtig en smaakvol bier met slechts 4,7% alcohol.","26,85","true"
"Affligem-Tripel.3_1","5411098730314","Affligem Tripel","Affligem Brouwerij","Affligem","Tripel Bier","1.79","0.00","EUR","https://www.beerwulf.com/nl-be/p/bieren/affligem-tripel.3","https://www.beerwulf.com/globalassets/affligem-tripel.3_1_02.png?w=100&h=100","https://www.beerwulf.com/globalassets/affligem-tripel.3_1_02.png?w=400&h=400","414","Amber, goudgoudkleurig, helder, met een grote standvastige witte schuimkraag. Fruitige zoet aroma's bepalen het gezicht van de koning der abdijbieren. Deze Tripel heeft een stevige body en toch een frisse smaak.","26,85","true"
"Brand-IPA.3_1","0000087232363","Brand IPA","Brand Bierbrouwerij","Brand","IPA","1.79","0.00","EUR","https://www.beerwulf.com/nl-be/p/bieren/brand-ipa.3","https://www.beerwulf.com/globalassets/brand-ipa.3_1_1.png?w=100&h=100","https://www.beerwulf.com/globalassets/brand-ipa.3_1_1.png?w=400&h=400","414","Het bier van Jeroen Free, winnaar van de Brand Bierbrouwwedstr?d 2014. Kenmerkt zich door een fruitige, citrusachtige smaak met een zacht bittere afdronk.","26,85","true"
"De-Molen-Op--Top.33_1","8717624421020","De Molen Op & Top","Brouwerij De Molen","De molen","Pale Ale","2.33","0.00","EUR","https://www.beerwulf.com/nl-be/p/bieren/de-molen-op--top.33","https://www.beerwulf.com/globalassets/de-molen-op--top.33_1_0.png?w=100&h=100","https://www.beerwulf.com/globalassets/de-molen-op--top.33_1_0.png?w=400&h=400","414","Oranje tot amberkleurig bier, nagenoeg helder met een gekleurde schuimkraag. Dit bittere smaakvolle bier heeft slechts 4,5% alcohol. Aroma’s van kruidige hop, citrusfruit en mout.","26,85","true"
"Brand-Weizen.3_1","0000087232165","Brand Weizen","Brand Bierbrouwerij","Brand","Weizenbier","1.34","0.00","EUR","https://www.beerwulf.com/nl-be/p/bieren/brand-weizen.3","https://www.beerwulf.com/globalassets/brand-weizen.3_1_1.png?w=100&h=100","https://www.beerwulf.com/globalassets/brand-weizen.3_1_1.png?w=400&h=400","414","Goudkleurig, licht mistig, met een prachtige plakkerige schuimkraag. Rijp fruit, zoals banaan en abrikoos, maken hier de dienst uit. De nasmaak is heel zacht, een beetje fris en vooral rond.","26,85","true"
"St.-Bernardus-Tripel.33_1","0000054079038","St. Bernardus Tripel","St. Bernardus Brouwerij","St bernardus","Tripel Bier","2.89","0.00","EUR","https://www.beerwulf.com/nl-be/p/bieren/st.-bernardus-tripel.33","https://www.beerwulf.com/globalassets/st.-bernardus-tripel.33_1_1.png?w=100&h=100","https://www.beerwulf.com/globalassets/st.-bernardus-tripel.33_1_1.png?w=400&h=400","414","Erkend abdijbier, sterk aromatische tripel met fruit en florale geuren. Zoete aroma’s uit de mout  geven dit bier een heel zacht karakter. Lichte bitterheid geeft nog meer diepte aan dit complexe bier.","26,85","true"
"Westmalle-Tripel.33_1","5412343201337","Westmalle Tripel","Brouwerij Westmalle","Westmalle","Tripel Bier","2.59","0.00","EUR","https://www.beerwulf.com/nl-be/p/bieren/westmalle-tripel.33","https://www.beerwulf.com/globalassets/westmalle-tripel.33_1_1.png?w=100&h=100","https://www.beerwulf.com/globalassets/westmalle-tripel.33_1_1.png?w=400&h=400","414","De Westmalle Tripel wordt ook wel de moeder aller tripels genoemd. Deze complexe, goudkleurige en licht troebele Trappist combineert flinke fruit aroma's met een aangename kruidigheid. Hinten van rijpe banaan en kruiden maken de smaakbeleving van een van de beste Tripels helemaal af.","26,85","true"
"Leffe-Bruin-Dubbel.3_1","0000054018037","Leffe Bruin","Brouwerij Artois","Leffe","Dubbel Bier","2.33","0.00","EUR","https://www.beerwulf.com/nl-be/p/bieren/leffe-bruin-dubbel.3","https://www.beerwulf.com/globalassets/leffe-bruin-dubbel.3_1_1.png?w=100&h=100","https://www.beerwulf.com/globalassets/leffe-bruin-dubbel.3_1_1.png?w=400&h=400","414","Roodbruin abdijbier met een stevige crème-kleurige schuimkraag. Gebrande mout, karamel, toast geven deze Dubbel samen met een zachte bitterheid een gezicht.","26,85","true"
"Rochefort-8.33_1","5412858000081","Rochefort 8'","Brouwerij Rochefort","Rochefort","Quadrupel","2.89","0.00","EUR","https://www.beerwulf.com/nl-be/p/bieren/rochefort-8.33","https://www.beerwulf.com/globalassets/rochefort-8.33_1_1.png?w=100&h=100","https://www.beerwulf.com/globalassets/rochefort-8.33_1_1.png?w=400&h=400","414","De Rochefort 8, of « La Spéciale », is het recentste van de drie bieren. Het bier is wilder van kleur, smaakt scherper door en is nog fruitiger (een vleugje vijgen ?) en iets droger en kruidiger, zoals een cake, voor een evenwichtige afdrink. Het alcoholgehalte bedraagt 9.2%.","26,85","true"
"Kompaan-Kameraad.33_1","8718868044020","Kompaan Kameraad","Brouwerij Kompaan","Kompaan","Pilsner & Hoppy Lager","2.49","0.00","EUR","https://www.beerwulf.com/nl-be/p/bieren/kompaan-kameraad.33","https://www.beerwulf.com/globalassets/kompaan-kameraad.33_1_1.png?w=100&h=100","https://www.beerwulf.com/globalassets/kompaan-kameraad.33_1_1.png?w=400&h=400","414","Bleekgeel, licht mistig bier met een fijne witte schuimkraag. Dit mooi gehopte bier heeft een delicate bitterheid en aroma’s van gras en van fris citrusfruit. Deze dorstlesser heeft een aangenaam, medium lange, bittere afdronk.","26,85","true"
"Two-Chefs-Brewing-Green-Bullet-IPA.33_1","8717953213617","Two Chefs Brewing Green Bullet IPA","Two Chefs Brewing","Two chefs brewing","IPA","2.39","0.00","EUR","https://www.beerwulf.com/nl-be/p/bieren/two-chefs-brewing-green-bullet-ipa.33","https://www.beerwulf.com/globalassets/two-chefs-brewing-green-bullet-ipa.33_1_1.png?w=100&h=100","https://www.beerwulf.com/globalassets/two-chefs-brewing-green-bullet-ipa.33_1_1.png?w=400&h=400","414","Oranjekleurig met een stabiele witte schuimkraag. Veel tropisch en citrusfruit in de neus. Florale, kruidige bittere afdronk.","26,85","true"
"La-Chouffe-Soleil.33_1","5410769400068","Chouffe Soleil","Brasserie d'Achouffe","La chouffe","Blond Bier","2.49","0.00","EUR","https://www.beerwulf.com/nl-be/p/bieren/la-chouffe-soleil.33","https://www.beerwulf.com/globalassets/la-chouffe-soleil.33_1_1.png?w=100&h=100","https://www.beerwulf.com/globalassets/la-chouffe-soleil.33_1_1.png?w=400&h=400","414","Bleekgeel, mistig met een zeer royale witte schuimkraag. Citroen, limoen en een peperachtige spicyness maken dit bier zeer verfrissend en makkelijk doordrinkbaar.","26,85","true"
"Jopen-Jacobus-RPA.33_1","8714799401116","Jopen Jacobus RPA","Brouwerij Jopenkerk","Jopen","Pale Ale","2.89","0.00","EUR","https://www.beerwulf.com/nl-be/p/bieren/jopen-jacobus-rpa.33","https://www.beerwulf.com/globalassets/jopen-jacobus-rpa.33_1_1.png?w=100&h=100","https://www.beerwulf.com/globalassets/jopen-jacobus-rpa.33_1_1.png?w=400&h=400","414","Amberkleurig bier met een rijke schuimkraag. De geur en de smaak herbergen aroma’s van uiteenlopende soort, van citrusfruit zoals sinaasappel en grapefruit, kruidigheid tot peperigheid en kartelachtige zoetheid. Een bier waarin veel te ontdekken valt. Lekker om zo te drinken en uitstekend te combineren met diverse gerechten.","26,85","true"
"Maximus-Pandora-6.33_1","8718801180013","Maximus Pandora 6","Brouwerij Maximus","Maximus","Pale Ale","2.19","0.00","EUR","https://www.beerwulf.com/nl-be/p/bieren/maximus-pandora-6.33","https://www.beerwulf.com/globalassets/maximus-pandora-6.33_1_1.png?w=100&h=100","https://www.beerwulf.com/globalassets/maximus-pandora-6.33_1_1.png?w=400&h=400","414","Oranjekleurig bier met een gemiddelde schuimkraag. Bier is vrij helder, heeft een lichte nevel. Aroma’s van citrusfruit en abrikoos. Daarnaast was zoete moutaroma’s, die neigen naar toast. Droge, bittere finish.","26,85","true"
"Rodenbach-Grand-Cru.33_1","0000054125032","Rodenbach Grand Cru","Brouwerij Rodenbach","Rodenbach","Sour Bier","3.09","0.00","EUR","https://www.beerwulf.com/nl-be/p/bieren/rodenbach-grand-cru.33","https://www.beerwulf.com/globalassets/rodenbach-grand-cru.33_1_1.png?w=100&h=100","https://www.beerwulf.com/globalassets/rodenbach-grand-cru.33_1_1.png?w=400&h=400","414","Een blend van jong en gerijpt bier heeft gerijpt in eiken foeders. Via deze gemengde gisting ontstaan geweldige aroma’s vol fruit, hout en vanille. Fruitige zuren tonen hebben een wijnachtig karakter. Dankzij zijn complexiteit is deze Rodenbach Grand Cru een feest aan tafel.","26,85","true"
"Palm.25_1","0000054057012","Palm","Brouwerij Palm","Palm","Pale Ale","1.99","0.00","EUR","https://www.beerwulf.com/nl-be/p/bieren/palm.25","https://www.beerwulf.com/globalassets/palm.25_1_1.png?w=100&h=100","https://www.beerwulf.com/globalassets/palm.25_1_1.png?w=400&h=400","414","Amberkleurig bier met fijne schuimkraag. De ambermouten geeft een zachte toets van karamel. Fijne doordrinker.","26,85","true"
"Bronckhorster-Slimme-Rhakker.33_1","8716685090671","Bronckhorster Slimme Rhakker","Bronckhorster Brewing Company","Bronckhorster","Lager Bier","3.19","0.00","EUR","https://www.beerwulf.com/nl-be/p/bieren/bronckhorster-slimme-rhakker.33","https://www.beerwulf.com/globalassets/catalog/beerwulf/beers/india-pale-ale/bronck-horster-slimme-khakker-light-pale-ale.png?w=100&h=100","https://www.beerwulf.com/globalassets/catalog/beerwulf/beers/india-pale-ale/bronck-horster-slimme-khakker-light-pale-ale.png?w=400&h=400","414","Goudgeel licht mistig bier met een zeepachtige royale schuimkraag. Florale aroma’s en veel vooral tropisch fruit gaven dit alcoholarme bier een aangename smaak. Fijne smaakvolle dorstlesser met weinig alcohol.","26,85","true"
"Brand-Dubbelbock.3_1","0000087232141","Brand Dubbelbock","Brand Bierbrouwerij","Brand","Bockbier","1.79","0.00","EUR","https://www.beerwulf.com/nl-be/p/bieren/brand-dubbelbock.3","https://www.beerwulf.com/globalassets/brand-dubbelbock.3_1_1.png?w=100&h=100","https://www.beerwulf.com/globalassets/brand-dubbelbock.3_1_1.png?w=400&h=400","414","Een donker rood tot bruine dubbelbock. Het bier is zeker voor een bock niet te zoet en heeft een licht bittertje. Je ruikt en proeft de gebrande mouten. Fijne schuimkraag.","26,85","true"
"Walhalla-Osiris.33_1","8716685012185","Walhalla Osiris","Walhalla Craft Beer","Walhalla","Saison Bier","3.09","0.00","EUR","https://www.beerwulf.com/nl-be/p/bieren/walhalla-osiris.33","https://www.beerwulf.com/globalassets/walhalla-osiris.33_1_1.png?w=100&h=100","https://www.beerwulf.com/globalassets/walhalla-osiris.33_1_1.png?w=400&h=400","414","Oranje tot amberkleurig, troebel bier met een volle romige schuimkraag. Veel koolzuur, veel citrus- en tropisch fruit, de typische boerderij-achtige aroma’s van een Saison inclusief een droge afdronk.","26,85","true"
"Budels-Malt-00.3_1","8712003000148","Budels Malt Bio 0,0%","Budelse Brouwerij","Budels","Lager Bier","1.79","0.00","EUR","https://www.beerwulf.com/nl-be/p/bieren/budels-malt-00.3","https://www.beerwulf.com/globalassets/budels-malt-00.3_1_1.png?w=100&h=100","https://www.beerwulf.com/globalassets/budels-malt-00.3_1_1.png?w=400&h=400","414","Goudkleurig, helder bier met een witte schuimkraag. Aroma’s zitten vol graan en een lichte fruitigheid. De smaak van deze biologische 0.0% is moutig met een verfrissende afdronk.Ingrediënten: water, gerstemout, hop / 26 kCal","26,85","true"
"Budels-Honing-Bio.3_1","8712003001305","Budels Honing Bio","Budelse Brouwerij","Budels","Lager Bier","2.19","0.00","EUR","https://www.beerwulf.com/nl-be/p/bieren/budels-honing-bio.3","https://www.beerwulf.com/globalassets/budels-honing-bio.3_1_1.png?w=100&h=100","https://www.beerwulf.com/globalassets/budels-honing-bio.3_1_1.png?w=400&h=400","414","Goudkleurig, helder bier met een mooie witte schuimkraag. Aroma’s worden gedomineerd door honing. De afdronk van dit Biologische bier is honingachtig en zacht.","26,85","true"
"Budels-Zware-Dobber-Bio.3_1","8712003003064","Budels Zware Dobber Bio","Budelse Brouwerij","Budels","Tripel Bier","2.96","0.00","EUR","https://www.beerwulf.com/nl-be/p/bieren/budels-zware-dobber-bio.3","https://www.beerwulf.com/globalassets/budels-zware-dobber-bio.3_1_0.png?w=100&h=100","https://www.beerwulf.com/globalassets/budels-zware-dobber-bio.3_1_0.png?w=400&h=400","414","Diepgouden kleur, helder met een gemiddelde witte schuimkraag. Zoete aroma’s, snoepjes, jellybeans, Smaak is zoet, suiker, snoep, alcoholisch. Nasmaak is zoet.","26,85","true"
"Erdinger-Alcohol-vrij.33_1","4002103249559","Erdinger Alcohol vrij","Erdinger","Erdinger","Weizenbier","1.79","0.00","EUR","https://www.beerwulf.com/nl-be/p/bieren/erdinger-alcohol-vrij.33","https://www.beerwulf.com/globalassets/erdinger-alcohol-vrij.33_1_1.png?w=100&h=100","https://www.beerwulf.com/globalassets/erdinger-alcohol-vrij.33_1_1.png?w=400&h=400","414","Een zeer geslaagd alcoholvrij bier met bovendien mooie isotonische waarden, dus ideaal voor sporters. Lekker Duits tarwebier met een frisse, heldere smaak en een lichte bitterheid in de afdronk.Ingrediënten: water, gerstemout, hop, gist / 125 Kcal","26,85","true"
"Paulaner-Hefe-Weissbier-Alcoholvrij.33_1","4066600145257","Paulaner Hefe Weissbier Alcoholvrij","Paulaner Brauerei","Paulaner","Weizenbier","1.79","0.00","EUR","https://www.beerwulf.com/nl-be/p/bieren/paulaner-hefe-weissbier-alcoholvrij.33","https://www.beerwulf.com/globalassets/paulaner-hefe-weissbier-alcoholvrij.33_1_2.png?w=100&h=100","https://www.beerwulf.com/globalassets/paulaner-hefe-weissbier-alcoholvrij.33_1_2.png?w=400&h=400","414","Een geweldige alcoholvrije dorstlesser, die een pauze in uw dag kan veranderen in een frisse Beierse smaakervaring met typische fruitsmaken van tarwebier.Ingrediënten: Water, gerstemout, tarwemout, hop / 23 Kcal","26,85","true"
"Augustijn-Grand-Cru.33_1","5411663002204","Augustijn Grand Cru","Brouwerij Van Steenberge","Augustijn","Blond Bier","2.59","0.00","EUR","https://www.beerwulf.com/nl-be/p/bieren/augustijn-grand-cru.33","https://www.beerwulf.com/globalassets/augustijn-grand-cru.33_1_1.png?w=100&h=100","https://www.beerwulf.com/globalassets/augustijn-grand-cru.33_1_1.png?w=400&h=400","414","Pittig stroblond bier met een moutige toets en een stevige bitterheid in de afdronk. Dit krachtige bier is sprankelend door flink wat koolzuur.","26,85","true"
"Bon-Secours-Blonde.33_1","5412983130028","Bon Secours Blonde","Brasserie Caulier","Bon secours","Blond Bier","3.29","0.00","EUR","https://www.beerwulf.com/nl-be/p/bieren/bon-secours-blonde.33","https://www.beerwulf.com/globalassets/bon-secours-blonde.33_1_1.png?w=100&h=100","https://www.beerwulf.com/globalassets/bon-secours-blonde.33_1_1.png?w=400&h=400","414","Fris goudblond bier met aroma’s van citrusfruit. Medium zoetheid, lichte bitterheid en een soepele fruitige afdronk. Zwaar, maar soepel.","26,85","true"
"Brussels-Beer-Project-Grosse-Bertha.33_1","5411283000048","Brussels Beer Project Grosse Bertha","Brussels Beer Project","Brussels beer project","Weizenbier","2.89","0.00","EUR","https://www.beerwulf.com/nl-be/p/bieren/brussels-beer-project-grosse-bertha.33","https://www.beerwulf.com/globalassets/brussels-beer-project-grosse-bertha.33_1_1.png?w=100&h=100","https://www.beerwulf.com/globalassets/brussels-beer-project-grosse-bertha.33_1_1.png?w=400&h=400","414","Weizen met de typische aroma’s banaan. Veel Belgische zoet van gist en suiker. Erg zoet met licht kruidige finish.","26,85","true"
"Cuvee-des-Trolls.33_1","5411551141091","Cuvée des Trolls","Brasserie Dubuisson Freres","Cuvée des trolls","Blond Bier","2.09","0.00","EUR","https://www.beerwulf.com/nl-be/p/bieren/cuvee-des-trolls.33","https://www.beerwulf.com/globalassets/cuvee-des-trolls.33_1_1.png?w=100&h=100","https://www.beerwulf.com/globalassets/cuvee-des-trolls.33_1_1.png?w=400&h=400","414","Strogeel, mistig met een stevige witte schuimkraag. Full body met fruitige aroma’s van citrus en zoet geel fruit. Overwegend zoet met verfrissend zuurtje en gistig karakter.","26,85","true"
"De-Dolle-Oerbier.33_1","0785221123607","De Dolle Oerbier","Dolle Brouwers","De dolle","Quadrupel","3.39","0.00","EUR","https://www.beerwulf.com/nl-be/p/bieren/de-dolle-oerbier.33","https://www.beerwulf.com/globalassets/de-dolle-oerbier.33_1_1.png?w=100&h=100","https://www.beerwulf.com/globalassets/de-dolle-oerbier.33_1_1.png?w=400&h=400","414","Krachtig bier vol zoetheid en fruit. De zure ondertoon geeft dit bruine bier een wijnachtig karakter. Verrassende combinatie van zoete en friszure smaken.","26,85","true"
"De-Koninck-Wild-Jo.33_1","0000054107052","De Koninck Wild Jo","Brouwerij De Koninck","De koninck","Blond Bier","2.49","0.00","EUR","https://www.beerwulf.com/nl-be/p/bieren/de-koninck-wild-jo.33","https://www.beerwulf.com/globalassets/de-koninck-wild-jo.33_1_1.png?w=100&h=100","https://www.beerwulf.com/globalassets/de-koninck-wild-jo.33_1_1.png?w=400&h=400","414","Soepele Blond, goudkleurig met flinke schuimkraag. Zoet, licht fruit, beetje funky door de wilde gist.","26,85","true"
"De-Ranke-Simplex.33_1","5413963130014","De Ranke Simplex","De Ranke","De ranke","Blond Bier","2.49","0.00","EUR","https://www.beerwulf.com/nl-be/p/bieren/de-ranke-simplex.33","https://www.beerwulf.com/globalassets/de-ranke-simplex.33_1_1.png?w=100&h=100","https://www.beerwulf.com/globalassets/de-ranke-simplex.33_1_1.png?w=400&h=400","414","Simplex lijkt op een Pils maar is het niet. Het is een bovengistend bier, fris, met een hoppig karakter en een bittere nasmaak.","26,85","true"
"Grisette-Blond-Gluten-Free.25_1","5412138495019","Grisette Blond Gluten Free","St. Feuillien","Grisette","Blond Bier","1.99","0.00","EUR","https://www.beerwulf.com/nl-be/p/bieren/grisette-blond-gluten-free.25","https://www.beerwulf.com/globalassets/grisette-blond-gluten-free.25_1_1.png?w=100&h=100","https://www.beerwulf.com/globalassets/grisette-blond-gluten-free.25_1_1.png?w=400&h=400","414","Goudkleurig, bio- en glutenrvrij bier. Kruidig en moutig met een karaktervolle bitterheid.","26,85","true"
"Grisette-Fruits-des-Bois.25_1","5412138702513","Grisette Fruits des Bois","St. Feuillien","Grisette","Fruitbier","2.29","0.00","EUR","https://www.beerwulf.com/nl-be/p/bieren/grisette-fruits-des-bois.25","https://www.beerwulf.com/globalassets/grisette-fruits-des-bois.25_1_1.png?w=100&h=100","https://www.beerwulf.com/globalassets/grisette-fruits-des-bois.25_1_1.png?w=400&h=400","414","Paarsrode kleur met een roze schuimkraag. Fruitige aroma’s. Blauwe bessen, frambozen. Nasmaak is zoet. Koud drinken.","26,85","true"
"Jessenhofke-MAYA.33_1","5425026090029","Jessenhofke MAYA","Jessenhofke","Jessenhofke","Blond Bier","2.79","0.00","EUR","https://www.beerwulf.com/nl-be/p/bieren/jessenhofke-maya.33","https://www.beerwulf.com/globalassets/jessenhofke-maya.33_1_1.png?w=100&h=100","https://www.beerwulf.com/globalassets/jessenhofke-maya.33_1_1.png?w=400&h=400","414","Experimenteel bier met veel koolzuur en zetmeelhoudend water van seitanmaker Maya. Zoet met een zuurtje en een licht kruidige hoppige bitterheid.","26,85","true"
"Jessenhofke-RGLR.33_1","5425026090272","Jessenhofke RGLR","Jessenhofke","Jessenhofke","Pale Ale","1.94","0.00","EUR","https://www.beerwulf.com/nl-be/p/bieren/jessenhofke-rglr.33","https://www.beerwulf.com/globalassets/jessenhofke-rglr.33_1_1.png?w=100&h=100","https://www.beerwulf.com/globalassets/jessenhofke-rglr.33_1_1.png?w=400&h=400","414","Bleek gouden kleur met een witte schuimkraag. Smaak zit vol fruitige, citrustonen, grassige en gistige aroma’s. Dit is een lichte en frisse dorstlesser.","26,85","true"
"Kwaremont-Pittig-Blond.33_1","5411831000957","Kwaremont Pittig Blond","De Brabandere Brouwerij","Kwaremont","Blond Bier","2.39","0.00","EUR","https://www.beerwulf.com/nl-be/p/bieren/kwaremont-pittig-blond.33","https://www.beerwulf.com/globalassets/kwaremont-pittig-blond.33_1_1.png?w=100&h=100","https://www.beerwulf.com/globalassets/kwaremont-pittig-blond.33_1_1.png?w=400&h=400","414","Goudkleurig bier met een stevig witte licht gekleurde schuimkraag. Een aangenaam zoet bier met lichte fruitige tonen. Kwaremont profileert zich sterk als wielerbier en is een ‘bier voor kopmannen’.","26,85","true"
"Moinette-Bruin.33_1","5410702000232","Moinette Bruin","Brouwerij Dupont","Moinette","Brown Ale","2.33","0.00","EUR","https://www.beerwulf.com/nl-be/p/bieren/moinette-bruin.33","https://www.beerwulf.com/globalassets/moinette-bruin.33_1_1.png?w=100&h=100","https://www.beerwulf.com/globalassets/moinette-bruin.33_1_1.png?w=400&h=400","414","Gebrouwen met een speciale melange van vier verschillende soorten mout. Deze roodbruine Dubbel zit vol met moutige tonen, zoals karamel. Gedroogd fruit en een tikje zoetheid leiden naar een zoete finish met een milde bitterheid.","26,85","true"
"Omer-Traditional-Blonde.33_1","5411858000145","Omer Traditional Blonde","Brouwerij Omer Vander Ghinste","Omer","Blond Bier","2.59","0.00","EUR","https://www.beerwulf.com/nl-be/p/bieren/omer-traditional-blonde.33","https://www.beerwulf.com/globalassets/omer-traditional-blonde.33_1_1.png?w=100&h=100","https://www.beerwulf.com/globalassets/omer-traditional-blonde.33_1_1.png?w=400&h=400","414","Blond bier met een prachtige balans. Goudgekleurd met een romige witte schuimkraag, gebrouwen met drie verschillende hopsoorten. Ronde zoetheid met een licht karaktervol bittertje in de finish.","26,85","true"
"Oud-Beersel-Oude-Geuze-Vieille.375_1","5425018070312","Oud Beersel Oude Geuze","Oud Beersel Brewery","Oud beersel","Sour Bier","4.67","0.00","EUR","https://www.beerwulf.com/nl-be/p/bieren/oud-beersel-oude-geuze-vieille.375","https://www.beerwulf.com/globalassets/oud-beersel-oude-geuze-vieille.375_1_1.png?w=100&h=100","https://www.beerwulf.com/globalassets/oud-beersel-oude-geuze-vieille.375_1_1.png?w=400&h=400","414","Goudkleurig met inzakkende schuimkraag. Hard zuur bier met de zuurheid van groene, onrijpe appels. Op de achtergrond tonen van hout en vanille. Lange zure afdronk.","26,85","true"
"Piraat-10-5.33_1","5411663002600","Piraat 10,5","Brouwerij Van Steenberge","Piraat","Blond Bier","2.49","0.00","EUR","https://www.beerwulf.com/nl-be/p/bieren/piraat-105.33","https://www.beerwulf.com/globalassets/piraat-10-5.33_1_1.png?w=100&h=100","https://www.beerwulf.com/globalassets/piraat-10-5.33_1_1.png?w=400&h=400","414","Goudkleurig met een enorme schuimkraag. De aroma's zijn kruidig, zoet en alcoholisch. Deze Piraat houdt je warm van binnen.","26,85","true"
"Postel-Tripel.33_1","5411098700010","Postel Tripel","Affligem Brouwerij","Postel","Tripel Bier","2.24","0.00","EUR","https://www.beerwulf.com/nl-be/p/bieren/postel-tripel.33","https://www.beerwulf.com/globalassets/postel-tripel.33_1_1.png?w=100&h=100","https://www.beerwulf.com/globalassets/postel-tripel.33_1_1.png?w=400&h=400","414","Goudkleurig, helder met een forse witte schuimkraag. Veel koolzuur. Aroma’s van gist, mout en fruit. Medium zoetheid. Fruitige afdronk.","26,85","true"
"Quintine-Blonde.33_1","5425005660601","Quintine Blonde","Brasserie des Légendes","Quintine","Blond Bier","3.59","0.00","EUR","https://www.beerwulf.com/nl-be/p/bieren/quintine-blonde.33","https://www.beerwulf.com/globalassets/quintine-blonde.33_1_1.png?w=100&h=100","https://www.beerwulf.com/globalassets/quintine-blonde.33_1_1.png?w=400&h=400","414","Licht amberkleurig, mistig met een flinke schuimkraag. Aangename bitterheid in de afdronk. Zoete en licht kruidige aroma’s van mout en gist.","26,85","true"
"St-Feuillien-Blond.33_1","5412138103310","St. Feuillien Blond","St. Feuillien","St. feuillien","Blond Bier","2.69","0.00","EUR","https://www.beerwulf.com/nl-be/p/bieren/st.-feuillien-blond.33","https://www.beerwulf.com/globalassets/st-feuillien-blond.33_1_1.png?w=100&h=100","https://www.beerwulf.com/globalassets/st-feuillien-blond.33_1_1.png?w=400&h=400","414","Een krachtig en vol goudkleurig bier met aroma’s van specerijen en citrusfruit. De hop zorgt voor een medium bitterheid. Een karaktervol bier voor vele momenten.","26,85","true"
"St-Feuillien-Bruin.33_1","5412138203317","St. Feuillien Bruin","St. Feuillien","St. feuillien","Dubbel Bier","2.49","0.00","EUR","https://www.beerwulf.com/nl-be/p/bieren/st.-feuillien-bruin.33","https://www.beerwulf.com/globalassets/st-feuillien-bruin.33_1_1.png?w=100&h=100","https://www.beerwulf.com/globalassets/st-feuillien-bruin.33_1_1.png?w=400&h=400","414","Roodbruine Belgische Dubbel met karamel- en zoethout-karakter. Fruitig en niet te zoet.","26,85","true"
"Steenbrugge-Blond.33_1","0000054112063","Steenbrugge Blond","Brouwerij Palm","Steenbrugge","Blond Bier","2.79","0.00","EUR","https://www.beerwulf.com/nl-be/p/bieren/steenbrugge-blond.33","https://www.beerwulf.com/globalassets/steenbrugge-blond.33_1_1.png?w=100&h=100","https://www.beerwulf.com/globalassets/steenbrugge-blond.33_1_1.png?w=400&h=400","414","Klassieke Belgische Blond verrijkt met een Brugs kruidenmengsel, Gruut genaamd. Zachte zoete tonen met een bescheiden bitterheid.","26,85","true"
"Steenbrugge-Wit.33_1","0000054112087","Steenbrugge Wit","Brouwerij Palm","Steenbrugge","Witbier","2.19","0.00","EUR","https://www.beerwulf.com/nl-be/p/bieren/steenbrugge-wit.33","https://www.beerwulf.com/globalassets/steenbrugge-wit.33_1_1.png?w=100&h=100","https://www.beerwulf.com/globalassets/steenbrugge-wit.33_1_1.png?w=400&h=400","414","Verfrissend witbier gebrouwen met Gruut, een speciale mix van kruiden. Soepel en dorstlessend abdijbier.","26,85","true"
"Valeir-Extra.33_1","5425014420203","Valeir Extra","Brouwerij Contreras","Valeir","IPA","2.69","0.00","EUR","https://www.beerwulf.com/nl-be/p/bieren/valeir-extra.33","https://www.beerwulf.com/globalassets/valeir-extra.33_1_1.png?w=100&h=100","https://www.beerwulf.com/globalassets/valeir-extra.33_1_1.png?w=400&h=400","414","IPA met een bloemig hopkarakter. Licht fruitig, kruidige tonen en een bittere afdronk.","26,85","true"
